id,service_name,full_address,address_key,County,x,y,Type
328,Mullross Nursing Home,"Mullross Nursing Home - Partnership, Kilclare, Carrick on 'Shannon, Leitrim", Kilclare,Leitrim,198943.109,306546.219,NursingHome
329,Mystical Rose Private Nursing Home,"Mystical Rose Nursing Home, Knockdoemor, Claregalway, Co. Galway, Galway", Knockdoemor,Galway,138650.8718,235993.5078,NursingHome
330,Nazareth House,"Fahan, Lifford, Co. Donegal", Lifford,Donegal,233888.4324,426868.6664,NursingHome
331,Nazareth House,"Nazareth House, Malahide Road, Dublin 3, Dublin 3", Malahide Road,Dublin,318193.6441,237201.6774,NursingHome
332,Nazareth House,"Nazareth House, Dromahane, Mallow, Co Cork, Cork", Dromahane,Cork,155589.3493,98620.1154,NursingHome
333,Nazareth Nursing Home,"Nazareth Nursing Home, Church Hill, Sligo, Sligo", Church Hill,Sligo,159573.9555,314108.062,NursingHome
334,Nenagh Manor Nursing Home,"Nenagh Manor Nursing Home, Yewston, Nenagh, Co. Tipperary, Tipperary", Yewston,Tipperary,186118.546,178880.9793,NursingHome
335,New Houghton Hospital,"New Haughton Hospital, Hospital Road, New Ross, Co. Wexford, Wexford", Hospital Road,Wexford,272276.552,126928.2241,NursingHome
336,New Lodge Nursing Home,"New Lodge Nursing Home, C/o Bloomfield Care Centre, Stocking Lane, Rathfarnham, Dublin 16 Dublin 16", Stocking Lane,Dublin,313128.9459,226205.3274,NursingHome
337,Newbrook Lodge Nursing Home,"Newbrook Lodge Nursing Home, Ballymahon Road, Mullingar, Co. Westmeath, Westmeath", Ballymahon Road,Westmeath,241626.2258,252004.641,NursingHome
338,Newbrook Nursing Home,"Newbrook Nursing Home, Ballymahon Road, Mullingar, Co. Westmeath, Westmeath", Ballymahon Road,Westmeath,241506.1365,251943.5925,NursingHome
339,Newpark Care Centre,"Newpark, The Ward, Co. Dublin, D11rw27", The Ward,Dublin,310846.8136,245628.719,NursingHome
340,Newtownpark House,"Newtownpark House, Newtownpark Avenue, Blackrock, Co. Dublin, Co. Dublin", Newtownpark Avenue,Dublin,321713.3353,227811.987,NursingHome
341,Nightingale Nursing Home,"Nightingale Nursing Home, Lowville, Ahascragh, Ballinasloe, Co. Galway Galway", Lowville,Galway,177690.6427,237866.1758,NursingHome
342,Northbrook Nursing Home,"Northbrook House, 26 Northbrook Road, Ranelagh, Dublin 6, Dublin 6", Northbrook Road,Dublin,316323.5029,232481.0682,NursingHome
343,Norwood Grange,"Norwood Grange, Ballinora, Waterfall, Cork, Cork", Ballinora,Cork,160012.4612,68024.85275,NursingHome
344,O'Gorman Home,"O'Gorman Home, Castle Street, Ballyragget, Co. Kilkenny, Kilkenny", Castle Street,Kilkenny,244855.1668,170768.4916,NursingHome
345,Oak View Nursing Home,"Oak View Nursing Home, The Commons, Belturbet, Co. Cavan, Cavan", The Commons,Cavan,238301.475,313315.779,NursingHome
346,Oakdale Nursing Home,"Oakdale Nursing Home, Kilmalogue, Gracefield, Portarlington, Co. Offaly Offaly", Kilmalogue,Offaly,251739.3656,213353.8261,NursingHome
347,Oakfield Nursing Home,"Oakfield Nursing Home, Courtown, Gorey, Co. Wexford, Wexford", Courtown,Wexford,319773.0709,156193.7578,NursingHome
348,Oaklands Nursing home,"Oaklands Nursing Home, Derry, Listowel, Co. Kerry, Kerry", Derry,Kerry,103591.89,137650.0852,NursingHome
349,Oaklodge Nursing Home,"Oaklodge Nursing Home, Churchtown South, Cloyne, Co. Cork, Cork", Churchtown South,Cork,194310.0971,63894.28182,NursingHome
350,Oakwood Nursing Home,"Oakwood Private Nursing Home, Circular Road, Ballaghaderreen, Co. Roscommon, Roscommon", Circular Road,Roscommon,162049.9523,294725.3864,NursingHome
351,Oakwood Nursing Home,"Oakwood Private Nursing Home, Hawthorne Drive, Roscommon Town, Co. Roscommon, Roscommon", Hawthorne Drive,Roscommon,188924.2069,264423.1325,NursingHome
352,Ocean View Retirement and Nursing Home,"Ocean View Retirement and Nursing Home, Knockglassmore, Camp, Tralee, Co. Kerry Kerry", Knockglassmore,Kerry,70591.84026,109800.7471,NursingHome
353,Oghill Nursing Home,"Oghill Nursing Home, Oghill, Monasterevin, Co. Kildare, Kildare", Oghill,Kildare,266892.2628,208969.565,NursingHome
354,Oranmore Nursing Home,"Oranmore Nursing Home, Bushfield, Oranmore, Galway, Galway", Bushfield,Galway,140992.5337,225209.6778,NursingHome
355,Oriel House,"Oriel House, St. Davnet's Complex, Rooskey, Monaghan, Monaghan", St. Davnet's Complex,Monaghan,266843.6929,333788.45,NursingHome
356,Orwell House Nursing Home,"Orwell House Nursing Home, 112 Orwell Road, Rathgar, Dublin 6, Dublin 6", Orwell Road,Dublin,315661.0769,229726.9459,NursingHome
357,Ospideal Pobail Chorca Dhuibhne (West Kerry Community Hospital),"BÃ³thar an Phoist, Daingean UÃ­ ChÃºis, Co. ChiarraÃ­", Daingean UÃ­ ChÃºis,Kerry,44802.64137,101166.1861,NursingHome
358,Otharlann Pobail an ChlochÃ¡in Leith,"BÃ³thar Ghaoth Dobhair, An ClochÃ¡n Liath, Co. DÃºn na nGall.", An ClochÃ¡n Liath,Donegal,176902.259,411402.2581,NursingHome
359,Oughterard Manor,"Oughterard Manor, Oughterard, Co Galway, Galway", Oughterard,Galway,112259.036,243046.938,NursingHome
360,Our Lady of Consolation Nursing Home,"Our Lady of Consolation Nursing Home, Arden Road, Tullamore, Co. Offaly, Offaly", Arden Road,Offaly,233873.874,225170.4215,NursingHome
361,Our Lady of Fatima Home,"Our Lady of Fatima Home, Oakpark Road, Tralee, Co. Kerry, Kerry", Oakpark Road,Kerry,85047.55318,115779.8671,NursingHome
362,Our Lady of Lourdes Care Facility,"Our Lady of Lourdes Care Facility, Kilcummin Village, Killarney, Co. Kerry, Kerry", Kilcummin Village,Kerry,99812.85717,89657.67366,NursingHome
363,Our Lady's Hospice and Care Services,"Our Lady's Hospice and Care Services, Harold's Cross, Dublin 6W, Dublin 6w", Harold's Cross,Dublin,314560.5691,232050.1806,NursingHome
364,Our Lady's Manor Nursing Home,"Our Lady's Manor Nursing Home, Dublin Road, Edgeworthstown, Longford, Longford", Dublin Road,Longford,225970.5601,271284.0962,NursingHome
365,Padre Pio House Nursing Home,"Padre Pio House Nursing Home, Churchtown, Mallow, Co. Cork, Cork", Churchtown,Cork,150197.0455,113575.9128,NursingHome
366,Padre Pio Nursing Home,"Padre Pio Nursing Home, Holycross, Thurles, Co. Tipperary, Tipperary", Holycross,Tipperary,209503.68,154142.4243,NursingHome
367,Padre Pio Nursing Home,"Padre Pio Nursing Home, Sunnyside, Upper Rochestown, Cork, Cork", Sunnyside,Cork,174579.2841,68437.03025,NursingHome
368,Padre Pio Nursing Home,"Padre Pio Nursing Home, 50 / 51A Cappaghmore, Clondalkin, Dublin 22, Dublin 22",  Cappaghmore,Dublin,306251.7967,232159.8464,NursingHome
369,Padre Pio Rest Home,"Padre Pio Rest Home, Cappoquin, Co. Waterford, Waterford", Cappoquin,Waterford,210228.5671,99470.32677,NursingHome
370,Parke House Nursing Home,"Parke House Nursing Home, Kilcock, Co. Kildare, Kildare", Kilcock,Kildare,286421.3597,240632.3172,NursingHome
371,Patterson's Nursing Home,"Patterson's Nursing Home, Lismackin, Roscrea, Co. Tipperary, Tipperary", Lismackin,Tipperary,213570.2025,183238.7317,NursingHome
372,Peamount Hospital,"Peamount Hospital, Newcastle, Co. Dublin, Co. Dublin", Newcastle,Dublin,301716.3965,230793.7619,NursingHome
373,Phoenix Park Community Nursing Units,"Phoenix Park Community Nursing Units, St. Mary's Hospital, Phoenix Park, Dublin 20, Dublin 20", St. Mary's Hospital,Dublin,310798.9058,234636.901,NursingHome
374,Pilgrims Rest Nursing Home,"Pilgrim's Rest Nursing Home, Barley Hill, Westport, Co. Mayo, Mayo", Barley Hill,Mayo,98074.11314,286555.6838,NursingHome
375,Plunkett Community Nursing Unit,"Plunkett Community Nursing Unit, Elphin Street, Boyle, Co. Roscommon, Roscommon", Elphin Street,Roscommon,180156.8728,302209.2516,NursingHome
376,Portiuncula Nursing Home,"Portiuncula Nursing Home, Multyfarnham, Mullingar, Co. Westmeath, Westmeath", Multyfarnham,Westmeath,240260.198,264450.5082,NursingHome
377,Portumna Retirement Village,"Portumna Retirement Village, St. Brendan's Road, Portumna, Co. Galway, Galway", St. Brendan's Road,Galway,184883.9876,204977.9251,NursingHome
378,Powdermill Nursing Home,"Powdermill Nursing Home, Gunpowder Mill, Ballincollig, Co. Cork, Cork", Gunpowder Mill,Cork,159302.9301,71296.59192,NursingHome
379,Queen of Peace Centre,"Queen of Peace Centre, Garville Avenue, Rathgar, Dublin 6, Dublin 6", Garville Avenue,Dublin,316200.6766,232647.183,NursingHome
380,Queen of Peace Nursing Home,"Queen of Peace Nursing Home, Churchfield, Knock, Co. Mayo, Mayo", Churchfield,Mayo,139130.5018,282433.0254,NursingHome
381,Raheen Community Hospital,"Raheen Community Hospital, Tuamgraney, Scariff, Ennis, Co. Clare Clare", Tuamgraney,Clare,165902.9712,182661.2637,NursingHome
382,Raheny Community Nursing Unit,"Raheny Community Nursing Unit, Harmonstown Road, Raheny, Dublin 5, Dublin 5", Harmonstown Road,Dublin,320788.7665,238545.3532,NursingHome
383,Raheny House Nursing Home,"Raheny House Nursing Home, Raheny House, 476 Howth Road, Raheny, Dublin 5 Dublin 5",Howth Road,Dublin,321093.8923,238062.9026,NursingHome
384,Ramelton Community Hospital,"Ramelton Community Hospital, Ramelton, Letterkenny, Co. Donegal, Donegal", Ramelton,Donegal,222827.5196,421287.5879,NursingHome
385,Rathkeevan Nursing Home,"Rathkeevan Nursing Home, Rathkeevan, Clonmel, Co. Tipperary, Tipperary", Rathkeevan,Tipperary,214971.8034,124542.1847,NursingHome
386,Ratoath Manor Nursing Home,"Ratoath Manor Nursing Home, Ratoath, Co. Meath, Meath", Ratoath,Meath,302189.5655,251805.427,NursingHome
387,Regina House Community Nursing Unit,"Regina House Community Nursing Unit, Kilrush, Co. Clare, Clare", Kilrush,Clare,99535.63746,155664.2672,NursingHome
388,Residential Care Home Unit 5 & Unit 6 (Merlin Park Hospital),"Residential Care Home Unit 5 & Unit 6 (Merlin Park Hospital), Dublin Road, Galway, Galway", Dublin Road,Galway,133723.0511,225612.9357,NursingHome
389,Retreat Nursing Home,"Retreat Nursing Home, Loughandonning, Bonnavalley, Athlone, Westmeath Westmeath", Loughandonning,Westmeath,205584.5416,241122.5225,NursingHome
390,Riada House Community Nursing Unit,"Riada House Community Nursing Unit, Arden Road, Tullamore, Co. Offaly, Offaly", Arden Road,Offaly,233873.874,225170.4215,NursingHome
391,Riverdale House,"Riverdale House, Blackwater, Ardnacrusha, Co. Clare, Clare", Blackwater,Limerick,157200.8556,156822.927,NursingHome
392,Riverdale Nursing Home,"Riverdale Nursing Home, Laragh, Ballon, Co. Carlow, Carlow", Laragh,Carlow,282747.8706,164442.9124,NursingHome
393,Riverside Nursing Home,"Riverside Nursing Home, Toberburr Road, St. Margarets, Co. Dublin, Co. Dublin", Toberburr Road,Dublin,312918.8948,243705.2844,NursingHome
394,Riverside Nursing Home,"Riverside Care Centre, Milltown, Abbeydorney, Tralee, Co. Kerry Kerry", Milltown,Kerry,84350.84285,122645.6487,NursingHome
395,Rivervale Nursing Home,"Rivervale Nursing Home, Old Birr Road, Nenagh, Co. Tipperary, Tipperary", Old Birr Road,Tipperary,187267.6919,179983.8884,NursingHome
396,Rochestown Nursing Home,"Rochestown Nursing Home, Monastery Road, Rochestown, Co. Cork, Cork", Monastery Road,Cork,174527.456,68417.02428,NursingHome
397,Rockshire Care Centre,"Rockshire Care Centre, Rockshire Road, Ferrybank, Co. Waterford, Waterford", Rockshire Road,Kilkenny,260601.1625,113576.6659,NursingHome
398,Ros Aoibhinn,"Ros Aoibhinn Nursing Home, Irish Street, Bunclody, Co. Wexford, Wexford", Irish Street,Wexford,291227.3246,156704.9753,NursingHome
399,Rosary Hill House Nursing Home,"Rosary Hill House Nursing Home, Stradbally, Castleconnell, Co. Limerick, Limerick", Stradbally,Limerick,157200.8556,156822.927,NursingHome
400,Rosedale Residential Home,"Rosedale Residential Home, Upper Kilmacow, Co. Kilkenny, Kilkenny", Upper Kilmacow,Kilkenny,255298.2805,117536.7427,NursingHome
401,Roselodge Nursing Home,"Roselodge Nursing Home, Killucan, Co. Westmeath, Westmeath", Killucan,Westmeath,256812.9931,251692.7527,NursingHome
402,Rosemount House Nursing Home,"Rosemount Nursing Home, Garrabeg Road, Church Street, Gort, Co. Galway Galway", Garrabeg Road,Galway,144820.0248,202033.7725,NursingHome
403,Rosenalee Care Centre Ltd.,"Rosenalee Care Centre, Poulavone, Ballincollig, Co. Cork, Cork", Poulavone,Cork,160224.6728,70925.99494,NursingHome
404,Roseville House Nursing Home,"Roseville House Nursing Home, Killonan, Ballysimon, Limerick, Limerick", Killonan,Limerick,157200.8556,156822.927,NursingHome
405,Roseville Nursing Home,"Roseville Nursing Home, 49 Meath Road, Bray, Co. Wicklow, Wicklow",Meath Road,Wicklow,327038.3857,218202.9739,NursingHome
406,Royal Hospital Donnybrook,"Royal Hospital Donnybrook, Morehampton Road, Donnybrook, Dublin 4, Dublin 4", Morehampton Road,Dublin,317166.6928,232042.2817,NursingHome
407,Rush Nursing Home,"Rush Nursing Home, Kenure, Skerries Road, Rush, Co.Dublin Co. Dublin", Kenure,Dublin,326293.8863,255016.0523,NursingHome
408,Rushmore Nursing Home,"Rushmore Nursing Home, Knocknacarra, Galway, Galway", Knocknacarra,Galway,126095.5838,223944.6439,NursingHome
409,Ryevale Nursing Home,"Ryevale Nursing Home, Ryevale Mill, Leixlip, Co. Kildare, Kildare", Ryevale Mill,Kildare,299847.2559,236384.0182,NursingHome
410,Sacred Heart Hospital,"Sacred Heart Hospital, Old Dublin Road, Carlow, Carlow", Old Dublin Road,Carlow,272192.1955,177061.1922,NursingHome
411,Sacred Heart Hospital,"Sacred Heart Hospital, Pontoon Road, Castlebar, Co. Mayo, Mayo", Pontoon Road,Mayo,117778.8296,295284.9518,NursingHome
412,Sacred Heart Hospital Roscommon,"Sacred Heart Hospital, Golf Link Road, Roscommon, Roscommon", Golf Link Road,Roscommon,187714.5275,263212.3091,NursingHome
413,Sacred Heart Nursing Home,"Sacred Heart Nursing Home, Crosspatrick, Johnstown, Co. Kilkenny, Kilkenny", Crosspatrick,Kilkenny,226843.5538,169078.8243,NursingHome
414,Sacred Heart Residence,"Sacred Heart Residence, Sybil Hill Road, Raheny, Dublin 5, Dublin 5", Sybil Hill Road,Dublin,320179.8085,237322.8341,NursingHome
415,Sacred Hearts Nursing Home,"Sacred Hearts Nursing Home, Roslea Road, Clones, Co. Monaghan, Monaghan", Roslea Road,Monaghan,267070.5924,333647.2629,NursingHome
416,SacrÃ© Coeur Nursing Home,"SacrÃ© Coeur Nursing Home, Station Road, Tipperary Town, Tipperary Town, Tipperary", Station Road,Tipperary,189138.5712,135247.4283,NursingHome
417,Sally Park Nursing Home,"Sally Park Nursing Home, Sally Park Close, Firhouse, Dublin 24, Dublin 24", Sally Park Close,Dublin,311231.4301,227380.4064,NursingHome
418,San Remo Nursing Home,"San Remo Nursing Home, 14/ 15 Sidmonton Road, Bray, Wicklow, Wicklow",Sidmonton Road,Wicklow,326880.1921,218210.7966,NursingHome
419,Sancta Maria,"Sancta Maria, Gallow's Hill, Cratloe, Co. Clare, Clare", Gallow's Hill,Clare,148219.6017,161556.8515,NursingHome
420,Sancta Maria Nursing Home,"Sancta Maria Nursing Home, Parke, Kinnegad, Co. Meath, Meath", Parke,Meath,261511.7922,241931.191,NursingHome
421,Santa Sabina House,"Santa Sabina House, Dominican Sisters, Navan Road, Cabra, Dublin 7 Dublin 7", Dominican Sisters,Dublin,312184.6733,236728.1414,NursingHome
422,Seanchara Community Unit,"Seanchara Community Unit, St. Canice's Road, Glasnevin, Dublin 11, Dublin 11", St. Canice's Road,Dublin,315003.3977,238451.5636,NursingHome
423,Shalom Nursing Home,"Shalom Nursing Home, Presentation Convent, Kilcock, Co. Klidare, Kildare", Presentation Convent,Kildare,288494.7665,239872.4189,NursingHome
424,Shannagh Bay Nursing Home,"Shannagh Bay Nursing Home, Strand Road, Bray, Co. Wicklow, Wicklow", Strand Road,Wicklow,327123.7686,218439.0615,NursingHome
425,Shannon Lodge Nursing Home,"Shannon Lodge Nursing Home, Rooskey, Co. Roscommon, Roscommon", Rooskey,Roscommon,197129.5925,242779.1315,NursingHome
426,Sheelin Nursing Home,"Sheelin Nursing Home, Tonagh, Mountnugent, Co. Cavan, Cavan", Tonagh,Cavan,241834.6492,304556.9014,NursingHome
427,Shrewsbury House Nursing Home,"Shrewsbury House Nursing Home, 164 Clonliffe Road, Drumcondra, Dublin 3, Dublin 3",Clonliffe Road,Dublin,316386.2356,236125.1781,NursingHome
428,Silvergrove Nursing Home,"Silvergrove Nursing Home, Main Street, Clonee, Co. Meath, Meath", Main Street,Meath,303077.3381,241738.5769,NursingHome
429,Simpsons Hospital,"Simpson's Hospital, Ballinteer Road, Dundrum, Dublin 16, Dublin 16", Ballinteer Road,Dublin,316904.7047,227564.8737,NursingHome
430,Skibbereen Community Hospital,"Skibbereen Community Hospital, Coolnagarrane, Skibbereen, Co. Cork, Cork", Coolnagarrane,Cork,112412.1825,35098.87684,NursingHome
431,Skibbereen Residential Care Centre,"Skibbereen Residential Care Centre, Baltimore Road, Skibbereen, Co. Cork, Cork", Baltimore Road,Cork,112005.9394,32956.0694,NursingHome
432,Sligo Nursing Home,"Mowlam Nursing Home, Ballytivnan, Sligo, Sligo", Ballytivnan,Sligo,169456.99,337237.257,NursingHome
433,Sonas Care Centre,"Sonas Care Centre, Cloverhill, Roscommon, Roscommon", Cloverhill,Roscommon,161435.9668,295518.3129,NursingHome
434,Sonas Care Centre Ard na Greine,"Sonas Care Centre Ard na Greine, Enniscrone, Co. Sligo, Sligo", Enniscrone,Sligo,128443.8823,329564.3898,NursingHome
435,"Sonas Care Centre, Cloghanboy","Sonas Care Centre, Cloghanboy, Ballymahon Road, Athlone, Westmeath Westmeath", Cloghanboy,Westmeath,205346.4603,242266.2523,NursingHome
436,St Anne's Private Nursing Home,"St. Anne's Nursing Home, Sonnagh, Charlestown, Co. Mayo, Mayo", Sonnagh,Mayo,145593.7388,301076.0211,NursingHome
437,St Brigid's Inchicore,"St Brigid's Inchicore, Rear of Bulfin Court, Inchicore, Dublin 8", Rear of Bulfin Court,Dublin,312198.344,233402.094,NursingHome
438,St Camillus Nursing Centre,"St Camillus Nursing Centre, Killucan, Westmeath, Westmeath", Killucan,Westmeath,256952.5338,251927.3797,NursingHome
439,St Columban's Retirement Home,"St. Columban's Retirement Home, Dalgan Park, Navan, Co. Meath, Meath",Dalgan Park,Meath,290829.3872,263165.5579,NursingHome
440,St Eithne's Rest Care Centre,"St. Eithne's Rest Care Centre, Corbally, Tulsk, Castlerea, Roscommon Roscommon", Corbally,Roscommon,184059.083,280695.5777,NursingHome
441,St. Anne's Community Nursing Home,"St. Anne's Community Nursing Home, Westport Road, Clifden, Co. Galway, Galway", Westport Road,Galway,65628.63054,251117.3017,NursingHome
442,St. Anthony's Nursing Home,"St. Anthony's Nursing Home, Kilduff Castle, Pallasgreen, Co. Limerick, Limerick", Kilduff Castle,Limerick,177601.0896,145971.8969,NursingHome
443,St. Anthonyâs Nursing Home,"St. Anthonyâs Nursing Home, Church Street, Balbriggan, Co. Dublin", Church Street,Dublin,320425.4481,263622.4496,NursingHome
444,St. Attracta's Nursing Home,"St. Attracta's Nursing Home, Hagfield, Charlestown, Co. Mayo, Mayo", Hagfield,Mayo,147844.4147,298789.86,NursingHome
445,St. Augustine's Community Nursing Unit,"St. Augustine's Community Nursing Unit, Cathedral Road, Ballina, Co. Mayo, Mayo", Cathedral Road,Mayo,124797.2972,318861.8216,NursingHome
446,St. Brendan's High Support Unit,"St. Brendan's High Support Unit, Mulranny, Westport, Mayo, Mayo", Mulranny,Mayo,83751.58877,296809.1215,NursingHome
447,St. Brendan's Home,"St. Brendan's Home, Lake Road, Loughrea, Co. Galway, Galway", Lake Road,Galway,162296.5505,215624.8248,NursingHome
448,St. Brigid's Home,"St. Brigid's Nursing Home, Crooksling, Brittas, Co. Dublin, Co. Dublin", Crooksling,Dublin,302775.8735,223579.1427,NursingHome
449,St. Brigid's Hospital,"St. Brigid's Hospital, Shaen, Portlaoise, Co. Laois, Laois", Shaen,Laois,250230.2936,203293.6706,NursingHome
450,St. Camillus Community Hospital,"St. Camillus Community Hospital, Shelbourne Road, Limerick, Limerick", Shelbourne Road,Limerick,156692.6495,157955.7643,NursingHome
451,St. Carthage's House,"St. Carthage's House, Lismore, Co. Waterford, Waterford", Lismore,Waterford,204692.713,97684.10916,NursingHome
452,St. Catherine's Nursing Home,"St. Catherine's Nursing Home, Bothar BuÃ­, Newcastlewest, Co. Limerick, Limerick", Bothar BuÃ­,Limerick,128068.7511,133395.2019,NursingHome
453,St. Catherine's Nursing Home,"St. Catherine's Nursing Home, Freshford, Co. Kilkenny, Kilkenny", Freshford,Kilkenny,240612.5378,164757.6204,NursingHome
454,St. Clair's Nursing Home,"St. Clair's Nursing Home, Ballinderry, Mullingar, Co. Westmeath, Westmeath", Ballinderry,Westmeath,243669.2987,251936.4581,NursingHome
455,St. Clare's Home,"St. Clare's Home, Griffith Avenue, Glasnevin, Dublin 11, Dublin 11", Griffith Avenue,Dublin,315006.3535,237975.6914,NursingHome
456,St. Colman's Residential Care Centre,"St. Colman's Residential Care Centre, Rathdrum, Co. Wicklow, Wicklow", Rathdrum,Wicklow,318959.6181,188314.2065,NursingHome
457,St. Colmcille's Nursing Home,"St. Colmcille's Nursing Home, Oldcastle Road, Kells, Co. Meath, Meath", Oldcastle Road,Meath,273073.2392,276044.4335,NursingHome
458,St. Columba's Hospital,"St. Columba's Hospital, Thomastown, Co. Kilkenny, Kilkenny", Thomastown,Kilkenny,258967.0802,142449.9455,NursingHome
459,St. Columba's Nursing Home,"St. Columba's Nursing Home, Cloughballymore House, Ballinderreen, Co. Galway, Galway", Cloughballymore House,Galway,139723.2855,214119.3682,NursingHome
460,St. Columban's Nursing Home,"St. Columban's Nursing Home, Magheramore, Wicklow, Co. Wicklow, Wicklow", Magheramore,Wicklow,332208.5303,188978.976,NursingHome
461,St. Columban's Nursing Home,"St. Columban's Nursing Home, Magheramore, Wicklow, Wicklow", Magheramore,Wicklow,332324.625,188987.109,NursingHome
462,St. Conlon's Community Nursing Unit,"St. Conlon's Community Nursing Unit, Church Road, Nenagh, Co. Tipperary, Tipperary", Church Road,Tipperary,189059.4569,135818.6256,NursingHome
463,St. Davids Retirement Home,"St. David's Retirement Home, Gentian Hill, Salthill, Galway, Galway", Gentian Hill,Galway,126043.3555,223624.0051,NursingHome
464,St. Dominic Savio Nursing Home,"St. Dominic Savio Nursing Home, Cahilly, Liscannor, Co. Clare, Clare", Cahilly,Clare,106011.7704,188497.74,NursingHome
465,St. Doolagh's Park Care and Rehabilitation Centre,"St. Doolagh's Park Care and Rehabilitation Centre, Malahide Road, Balgriffin, Dublin 17, Dublin 17", Malahide Road,Dublin,321144.5347,241729.6814,NursingHome
466,St. Elizabeth's Nursing Home,"St. Elizabeth's Nursing Home, Kells Road, Athboy, Co. Meath, Meath", Kells Road,Meath,272199.2664,264327.8377,NursingHome
467,St. Eunan's Nursing and Convalescent Home,"Rough Park, Ramelton Road, Letterkenny, Co. Donegal", Ramelton Road,Donegal,217940.843,411798.2282,NursingHome
468,St. Fiacc's House,"St. Fiacc's House, Killeshin Road, Graiguecullen, Carlow, Carlow", Killeshin Road,Carlow,271982.5489,176761.4769,NursingHome
469,St. Finbarr's Hospital,"St. Finbarr's Hospital, Douglas Road, Cork, Cork", Douglas Road,Cork,168304.661,70867.65754,NursingHome
470,St. Fionnan's Community Nursing Unit,"St. Fionnan's Community Nursing Unit, Achill Sound, Co. Mayo, Mayo", Achill Sound,Mayo,73318.32206,299557.9587,NursingHome
471,St. Francis' Nursing Home,"St. Francis' Nursing Home, Mount Oliver, Dundalk, Co. Louth, Louth", Mount Oliver,Louth,304395.1742,307776.444,NursingHome
472,St. Francis' Nursing Home,"St. Francis' Nursing Home, Kilkerrin, Ballinasloe, Co. Galway, Galway", Kilkerrin,Galway,161704.914,257160.6303,NursingHome
473,St. Gabriel's Community Hospital,"St. Gabriel's Community Hospital, Schull, Cork, Cork", Schull,Cork,92255.16967,31245.41822,NursingHome
474,St. Gabriel's Nursing Home,"St. Gabriel's Nursing Home, Glenayle Road, Edenmore, Dublin 5, Dublin 5", Glenayle Road,Dublin,320932.6085,239291.3869,NursingHome
475,St. Glady's Nursing Home,"St. Glady's Nursing Home, 53 Kimmage Road Lower, Harold's Cross, Dublin 6, Dublin 6", Kimmage Road Lower,Dublin,314331.3174,231590.8995,NursingHome
476,St. Gobnait's Nursing Home,"St. Gobnait's Nursing Home, Ballyagran, Kilmallock, Co. Limerick, Limerick", Ballyagran,Limerick,149446.5264,128358.8952,NursingHome
477,St. Ita's Hospital,"St. Ita's Hospital, Gortboy, Newcastlewest, Co. Limerick, Limerick", Gortboy,Limerick,128370.0061,134293.0703,NursingHome
478,St. James's Hospital,"St. James' Hospital Residential Unit, Hospital 4, PO Box 580, Dublin 8, Dublin 8", Hospital 4,Dublin,313659.8263,233592.1242,NursingHome
479,St. John's Community Hospital Enniscorthy,"St. John's Community Hospital, Munster Hill, Enniscorthy, Co. Wexford, Wexford", Munster Hill,Wexford,296995.6134,139198.9221,NursingHome
480,St. John's Hospital,"St. John's Hospital, Ballytivnan, Sligo, Sligo", Ballytivnan,Sligo,169363.436,336880.5938,NursingHome
481,St. John's House of Rest,"St. John's House, 202 Merrion Road, Dublin 4, Dublin 4", Merrion Road,Dublin,319266.8039,231168.3289,NursingHome
482,St. Joseph's Care Centre,"St. Joseph's Care Centre, Presentation Convent, Tuam, Co. Galway, Galway", Presentation Convent,Galway,143602.3605,251902.216,NursingHome
483,St. Joseph's Care Centre,"St. Joseph's Care Centre, Dublin Road, Longford, Longford", Dublin Road,Longford,214903.3355,274945.0258,NursingHome
484,St. Joseph's Centre,"St. Joseph's Centre, Crinken Lane, Shankill, Co. Dublin, Co. Dublin", Crinken Lane,Dublin,325129.6429,221008.489,NursingHome
485,St. Joseph's Community Hospital,"St. Joseph's Community Hospital, Millstreet, Co. Cork, Cork", Millstreet,Cork,127204.9721,90326.73739,NursingHome
486,St. Joseph's Community Hospital Stranorlar,"St. Joseph's Community Hospital, Stranorlar, Co. Donegal, Donegal", Stranorlar,Donegal,214846.4063,395251.6825,NursingHome
487,St. Joseph's Community Nursing Unit,"St. Joseph's Community Nursing Unit, Trim, Co. Meath, Meath", Trim,Meath,280228.0277,257071.9191,NursingHome
488,St. Joseph's Home,"St. Joseph's Home, Killorglin, Co. Kerry, Kerry", Killorglin,Kerry,77792.64268,96429.72078,NursingHome
489,St. Joseph's Hospital,"St. Joseph's Hospital, Bon Secours Care Village, Mount Desert, Lee Road, Cork", Bon Secours Care Village,Cork,163346.6886,72022.63408,NursingHome
490,St. Joseph's Hospital,"St. Joseph's Hospital, Lifford Road, Ennis, Co. Clare, Clare", Lifford Road,Clare,134088.1891,178227.2512,NursingHome
491,St. Joseph's Hospital Ardee,"St. Joseph's Hospital Ardee, Ardee, Co. Louth, Louth", Ardee,Louth,296137.7355,290484.3758,NursingHome
492,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Derrymore East, Tralee, Co. Kerry, Kerry", Derrymore East,Kerry,75108.60423,111262.1839,NursingHome
493,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Mountsackville, Chapelizod, Dublin 20, Dublin 20", Mountsackville,Dublin,310358.063,234418.46,NursingHome
