Id,service_name,full_address,address_key,County,x,y,Type
181,Dental Practice,"11A Grattan Crescent, Dublin 8, Dublin", Grattan Crescent,Dublin,311882.608,233471.928,Dental
182,Dental Practice,"Unit 10 Le Fanu Shopping Centre, Le Fanu Road, Dublin 10", Le Fanu Road,Dublin,309516.605,233803.495,Dental
183,Dental Practice,"276 Ballyfermot Road, Dublin 10", Ballyfermot Road,Dublin,309881.147,233707.22,Dental
184,Dental Practice,"353 Ballyfermot Road, Dublin 10", Ballyfermot Road,Dublin,309424.952,233688.778,Dental
185,Dental Practice,"137 Galtymore Road, Dublin 12",Galtymore Road,Dublin,312018.574,232882.948,Dental
186,Dental Practice,"153 Drimnagh Road, Dublin 12",Drimnagh Road,Dublin,311594.45,231707.742,Dental
187,Dental Practice,"109 Old County Road, Dublin 12",Old County Road,Dublin,313005.771,232104.705,Dental
188,Dental Practice,"16 Walkinstown Road, Dublin 12",Walkinstown Road,Dublin,311385.061,231612.063,Dental
189,Dental Practice,"325 Crumlin Road, Dublin 12",Crumlin Road,Dublin,312450.781,232003.047,Dental
190,Dental Practice,"49 Main Street, Dublin 14",Main Street,Dublin,314378.53,228970.965,Dental
191,Dental Practice,"Bellavista, 125 Upper Churchtown Road, Dublin 14",Upper Churchtown Road,Dublin,316318.421,228632.915,Dental
192,Dental Practice,"8 Sandyford Hall Centre, Kilgobbin Road, Dublin 18", Kilgobbin Road,Dublin,319072.344,225396.109,Dental
193,Dental Practice,"14 Palmerstown Park, Kennelsfort Road, Dublin 20", Kennelsfort Road,Dublin,308007.125,234625.058,Dental
194,Dental Practice,"51 Mountain Park, Tallaght, Dublin 24", Tallaght,Dublin,309708.95,227210.846,Dental
195,Dental Practice,"23 Maplewood Road, Springfield, Dublin 24",Maplewood Road,Dublin,307906.84,227550.089,Dental
196,Dental Practice,"19 Summerhill Road, Glasthule, Dun Laoghaire, Co. Dublin",Summerhill Road,Dublin,325030.732,228032.799,Dental
197,Dental Practice,"235 Rochestown Avenue, Dun Laoghaire, Co. Dublin",Rochestown Avenue,Dublin,324373.162,225724.728,Dental
198,Dental Practice,"10 Pakenham Road, Monkstown, Co. Dublin",Pakenham Road,Dublin,323350.14,228434.58,Dental
199,Dental Practice,"30 Sandycove Road, Sandycove, Co. Dublin",Sandycove Road,Dublin,325697.401,227786.318,Dental
200,Dental Practice,"19 Aubrey Park, Shankill, Co. Dublin", Aubrey Park,Dublin,325406.9,221664.3,Dental
201,Dental Practice,"8 Church Street, Tullamore, Co. Offaly", Church Street,Offaly,234053.455,225007.096,Dental
202,Dental Practice,"41 Church Street, Tullamore, Co. Offaly",Church Street,Offaly,234091.219,225044.703,Dental
203,Dental Practice,"26 Church Street, Portlaoise, Co. Laois",Church Street,Laois,246991.825,198385.074,Dental
204,Dental Practice,"25 St Patricks Terrace, Castlemaine Street, Athlone, Co. Westmeath", Castlemaine Street,Westmeath,204762.844,241279.734,Dental
205,Dental Practice,"18 Northgate Street, Athlone, Co. Westmeath",Northgate Street,Westmeath,204001.066,241627.276,Dental
206,Dental Practice,"15 Main Street, Ballymahon, Co. Longford", Main Street,Longford,215497.766,257257.688,Dental
207,Dental Practice,"21 North Road, Monaghan Town, Co. Monaghan", North Road,Monaghan,267052.987,333973.412,Dental
208,Dental Practice,"35 Fairview Strand, Fairview, Dublin 3", Fairview Strand,Dublin,317295.625,236156.75,Dental
209,Dental Practice,"1 Castle Avenue, Dublin 3", Castle Avenue,Dublin,319246.932,236012.057,Dental
210,Dental Practice,"86 Griffith Avenue, Dublin 9", Griffith Avenue,Dublin,317295.368,237188.307,Dental
211,Dental Practice,"145 Navan Road, Dublin 7",Navan Road,Dublin,312627.376,236321.652,Dental
212,Dental Practice,"10 Main Street, Finglas, Dublin 11",Main Street,Dublin,313303.481,238992.178,Dental
213,Dental Practice,"4A Main Street, Finglas, Dublin 11",Main Street,Dublin,313303.481,238992.178,Dental
214,Dental Practice,"329 Blanchardstown Centre, Blanchardstown, Dublin 15", Blanchardstown,Dublin,307143.997,239276.016,Dental
215,Dental Practice,"210 Briarwood Lawn, Mulhuddart, Dublin 15",Briarwood Lawn,Dublin,306229.842,240014.67,Dental
216,Dental Practice,"28 Fair Street, Drogheda, Co. Louth", Fair Street,Louth,308623.661,275313.027,Dental
217,Dental Practice,"41 Fair Street, Drogheda, Co. Louth", Fair Street,Louth,308561.254,275354.24,Dental
218,Dental Practice,"25 Anne Street, Dundalk, Co. Louth",Anne Street,Louth,304481.362,306891.842,Dental
219,Dental Practice,"24 Jocelyn Street, Dundalk, Co. Louth",Jocelyn Street,Louth,305266.938,307392.656,Dental
220,Dental Practice,"7 Roden Place, Dundalk, Co. Louth", Roden Place,Louth,305040.094,307341.531,Dental
221,Dental Practice,"39 Dublin Street, Dundalk, Co. Louth", Dublin Street,Louth,304575.237,306721.693,Dental
222,Dental Practice,"2 Castle Park, Ashbourne, Co. Meath",Castle Park,Meath,306318.938,252027.016,Dental
223,Dental Practice,"24 Danieli Drive, Artane, Dublin 5", Danieli Drive,Dublin,319448.725,238333.369,Dental
224,Dental Practice,"6 Chapel Street, Balbriggan, Co. Dublin",Chapel Street,Dublin,320018.728,263816.405,Dental
225,Dental Practice,"Fingal House, Balbriggan, Co. Dublin",Fingal House,Dublin,319791.313,263188.156,Dental
226,Dental Practice,"3 Ross Terrace, New Street, Malahide, Co. Dublin", New Street,Dublin,322712.007,246168.001,Dental
227,Dental Practice,"31 Church Street, Skerries, Co. Dublin",Church Street,Dublin,325468.6,260278.6,Dental
228,Dental Practice,"21 William Street, Kilkenny City, Co. Kilkenny",William Street,Kilkenny,250536.419,155815.385,Dental
229,Dental Practice,"30 St Patricks Avenue, Staplestown Road, Carlow Town, Co. Carlow", Staplestown Road,Carlow,272960.988,176633.868,Dental
