Id,service_name,full_address,address_key,County,x,y,Type
230,Dental Practice,"83 Tullow Street, Carlow Town, Co. Carlow",Tullow Street,Carlow,272428.314,176643.072,Dental
231,Dental Practice,"119 Tullow Street, Carlow Town, Co. Carlow", Tullow Street,Carlow,272232.219,176640.281,Dental
232,Dental Practice,"1 Meadow Park Drive, Ballyvolane, Co. Cork",Meadow Park Drive,Cork,169149.646,74027.478,Dental
233,Dental Practice,"8 Market Street, Bandon, Co. Cork",Market Street,Cork,149101.756,54852.73,Dental
234,Dental Practice,"Nostra, Curraheen Road, Bishopstown, Co. Cork",Curraheen Road,Cork,164243.841,69736.569,Dental
235,Dental Practice,"14 Church Hill, Carrigaline, Co. Cork",Church Hill,Cork,172972.859,62125.484,Dental
236,Dental Practice,"3 Tawnie's Mews, Clonakilty, Co. Cork",Tawnie's Mews,Cork,138112.4,41535.5,Dental
237,Dental Practice,"1 Clover Lawn, Skehard Road, Cork City", Skehard Road,Cork,171135.133,70691.686,Dental
238,Dental Practice,"5 Tramway Terrace, Douglas, Cork", Douglas,Cork,170090.267,69406.476,Dental
239,Dental Practice,"Barnavara Hill, Poulacurry, Glanmire, Cork",Barnavara Hill,Cork,172154.938,74723.141,Dental
240,Dental Practice,"18 Beecher Street, Mallow, Co. Cork", Beecher Street,Cork,155451.492,99008.519,Dental
241,Dental Practice,"1B Rosecourt, Mallow, Co. Cork", Mallow,Cork,156134.605,98469.511,Dental
242,Dental Practice,"91 Main Street, Midleton, Co. Cork", Main Street,Cork,188104.406,73601.177,Dental
243,Dental Practice,"50 Lower Cork Street, Mitchelstown, Co. Cork", Lower Cork Street,Cork,181604.285,112890.844,Dental
244,Dental Practice,"3 Market Street, Skibbereen, Co. Cork",Market Street,Cork,112268.02,33569.639,Dental
245,Dental Practice,"76 North Street, Skibbereen, Co. Cork", North Street,Cork,112358.622,33917.25,Dental
246,Dental Practice,"109 North Main Street, Youghal, Co. Cork", North Main Street,Cork,210499.181,77928.688,Dental
247,Dental Practice,"29 Limerick Road, Castleisland, Co. Kerry",Limerick Road,Kerry,100275.25,110064.359,Dental
248,Dental Practice,"2 Coffey's Row, Kenmare, Co. Kerry", Kenmare,Kerry,90911.789,70812.383,Dental
249,Dental Practice,"35 New Street, Killarney, Co. Kerry",New Street,Kerry,96220.924,90659.105,Dental
250,Dental Practice,"4 St Anthony's Place, Killarney, Co. Kerry",St Anthony's Place,Kerry,96712.037,90651.988,Dental
251,Dental Practice,"4 Courthouse Road, Listowel, Co. Kerry",Courthouse Road,Kerry,99252.826,133950.079,Dental
252,Dental Practice,"7 Church Street, Milltown, Co. Kerry",Church Street,Kerry,82577.074,100516.878,Dental
253,Dental Practice,"25 Pembroke Street, Tralee, Co. Kerry",Pembroke Street,Kerry,83329.926,114680.212,Dental
254,Dental Practice,"20 Milk Market Lane, Tralee, Co. Kerry",Milk Market Lane,Kerry,83564.665,114466.206,Dental
255,Dental Practice,"2 Day Place, Tralee, Co. Kerry", Tralee,Kerry,83387.394,114338.672,Dental
256,Dental Practice,"9 Sarsfield Street, Clonmel, Co. Tipperary",Sarsfield Street,Tipperary,220409.976,122313.321,Dental
257,Dental Practice,"2 O' Rahilly Street, Nenagh, Co. Tipperary",O' Rahilly Street,Tipperary,186617.549,179398.991,Dental
258,Dental Practice,"52 Elm Park, Tramore, Co. Waterford", Tramore,Waterford,257191.75,101434.758,Dental
259,Dental Practice,"9 Durands Court, Parnell Street, Waterford City, Co. Waterford",Durands Court,Waterford,260894.441,112214.113,Dental
260,Dental Practice,"Ardkeen Shopping Centre, Dunmore Road, Waterford City, Co. Waterford",Ardkeen Shopping Centre,Waterford,262739.875,110848.234,Dental
261,Dental Practice,"38 Barronstrand Street, Waterford City, Co. Waterford",Barronstrand Street,Waterford,260713.425,112502.645,Dental
262,Dental Practice,"31 Barronstrand Street, Waterford City, Co. Waterford",Barronstrand Street,Waterford,260708.717,112451.015,Dental
263,Dental Practice,"3 Parnell Road, Enniscorthy, Co. Wexford",Parnell Road,Wexford,297129.25,139501.75,Dental
264,Dental Practice,"Woodquay, Parnell Street, Ennis, Co. Clare", Parnell Street,Clare,133615.781,177427.016,Dental
265,Dental Practice,"16 Merchant's Square, Ennis, Co. Clare", Merchant's Square,Clare,133714.594,177344.531,Dental
266,Dental Practice,"4 Bank Place, Ennis, Co. Clare", Ennis,Clare,133699.865,177561.424,Dental
267,Dental Practice,"64 O'Connell Street, Ennis, Co. Clare",O'Connell Street,Clare,133763.041,177159.614,Dental
268,Dental Practice,"17 Fergus Road, Shannon, Co. Clare",Fergus Road,Clare,139601.363,161524.097,Dental
269,Dental Practice,"24 Upper Main Street, Letterkenny, Co. Donegal",Upper Main Street,Donegal,216881.406,411451.969,Dental
270,Dental Practice,"1 Quinlan Street, Limerick City, Co. Limerick",Quinlan Street,Limerick,157280.23,156488.046,Dental
271,Dental Practice,"9 Pery Square, Limerick City, Co. Limerick",Pery Square,Limerick,157470.899,156539.507,Dental
272,Dental Practice,"18 Barrington Street, Limerick City, Co. Limerick",Barrington Street,Limerick,157356.595,156460.45,Dental
273,Dental Practice,"13 Upper Mallow Street, Limerick City, Co. Limerick",Upper Mallow Street,Limerick,157504.022,156636.318,Dental
274,Dental Practice,"17 Ellen Street, Limerick City, Co. Limerick",Ellen Street,Limerick,157779.611,157213.685,Dental
275,Dental Practice,"2 Bury Street, Ballina, Co. Mayo", Bury Street,Mayo,124395.664,318819.406,Dental
276,Dental Practice,"Marymead, Knock Road, Claremorris, Co. Mayo",Marymead,Mayo,134394.594,275605.125,Dental
277,Dental Practice,"11 Cois Abhainn, Ballinrobe Road, Westport, Co. Mayo", Ballinrobe Road,Mayo,100817.664,283846.781,Dental
278,Dental Practice,"19 South Mall, Westport, Co. Mayo", Westport,Mayo,99923.337,284366.282,Dental
279,Dental Practice,"The Mall, Westport, Co. Mayo",The Mall,Mayo,99821.844,284525.438,Dental
280,Dental Practice,"Main Street, Celbridge, Co. Kildare",Main Street,Kildare,297471.161,233232.38,Dental
281,Dental Practice,"South Main Street, Naas, Co. Kildare",South Main Street,Kildare,289267.772,219340.858,Dental
282,Dental Practice,"Claregate Street, Kildare Town, Co. Kildare",Claregate Street,Kildare,272850.292,212348.149,Dental
283,Dental Practice,"Fairgreen Court, Kildare Town, Co. Kildare",Fairgreen Court,Kildare,272974.938,212666.406,Dental
284,Dental Practice,"Tara Court, Dublin Road, Naas, Co. Kildare",Tara Court,Kildare,289835.906,219813.504,Dental
285,Dental Practice,"Moorefield Medical Centre, Newbridge, Co. Kildare", Newbridge,Kildare,279972.448,214621.747,Dental
286,Dental Practice,"Main Street, Arklow, Co. Wicklow",Main Street,Wicklow,324494.036,173461.716,Dental
287,Dental Practice,"Market Square House, Main Street, Aughrim, Co. Wicklow", Main Street,Wicklow,312580.938,179514.313,Dental
288,Dental Practice,"44 Upper Drumcondra Road, Dublin 9",Upper Drumcondra Road,Dublin,316279.259,236946.955,Dental
289,Dental Practice,"Church Street, Wicklow, Co. Wicklow",Church Street,Wicklow,331444.606,194114.598,Dental
290,Dental Practice,"Trafalgar House, Trafalgar Road, Greystones, Co. Wicklow", Trafalgar Road,Wicklow,329499.938,212668.699,Dental
291,Dental Practice,"Bow Lane, Greystones, Co. Wicklow",Bow Lane,Wicklow,329702.285,212216.157,Dental
292,Dental Practice,"Meadow Court, Main Street, Kilcullen, Co. Kildare", Main Street,Kildare,284068.396,209665.997,Dental
293,Dental Practice,"Blessington Dental, Blessington, Co. Wicklow",Blessington Dental,Wicklow,298159.531,214233.391,Dental
294,Dental Practice,"Moorefield Terrace, Newbridge, Co. Kildare",Moorefield Terrace,Kildare,280252.495,214894.66,Dental
295,Dental Practice,"13 Quinsboro Road, Bray, Co. Wicklow",Quinsboro Road,Wicklow,326520.607,218752.893,Dental
296,Dental Practice,"Sandymount Village Centre, Sandymount Road, Dublin 4", Sandymount Road,Dublin,318903.103,232818.39,Dental
297,Dental Practice,"72 Ranelagh, Dublin 6", Ranelagh,Dublin,316432.707,231907.895,Dental
298,Dental Practice,"8 INNS COURT, WINETAVERN STREET, DUBLIN 8", WINETAVERN STREET,Dublin,315121.3516,233995.2711,Dental
299,Dental Practice,"Heuston South Quarter, St Johns Road, Dublin 8", St Johns Road,Dublin,313454.3,234084.8,Dental
300,Dental Practice,"Whitehall Road West, Dublin 12, Dublin",Whitehall Road West,Dublin,311983.396,229997.758,Dental
301,Dental Practice,"144 Sundrive Road, Dublin 2, Dublin", Sundrive Road,Dublin,313566.559,231809.617,Dental
302,Dental Practice,"Balally Lodge, Sandyford Road, Dublin 16", Sandyford Road,Dublin,318015.206,226723.435,Dental
303,Dental Practice,"18 Pembroke Cottages, Dundrum, Dublin 14", Dundrum,Dublin,317183.752,227991.545,Dental
304,Dental Practice,"1 Tower Road, Dublin 22",Tower Road,Dublin,306968.253,231229.565,Dental
305,Dental Practice,"42 Heather View Close, Dublin 24",Heather View Close,Dublin,308900.446,226283.609,Dental
306,Dental Practice,"Church Road, Ballybrack, Co. Dublin",Church Road,Dublin,325225.335,224204.464,Dental
307,Dental Practice,"La Verna, 9 Clonkeen Road, Blackrock, Co. Dublin",Clonkeen Road,Dublin,322540.262,226772.015,Dental
308,Dental Practice,"6 Main Street, Blackrock, Co. Dublin",Main Street,Dublin,321524.082,229469.334,Dental
309,Dental Practice,"1 Auburn Drive, Castleknock, Dublin 15", Castleknock,Dublin,309296.031,237693.938,Dental
310,Dental Practice,"4 St Laurence Street, Drogheda, Co. Louth",St Laurence Street,Louth,308980.662,275180.956,Dental
311,Dental Practice,"6 Anne Street, Dundalk, Co. Louth",Anne Street,Louth,304443.875,306862.469,Dental
312,Dental Practice,"7 Canon Row, Navan, Co. Meath", Navan,Meath,286727.623,267746.099,Dental
313,Dental Practice,"Barrack Street, Oldcastle, Co. Meath",Barrack Street,Meath,255294.484,280323.531,Dental
314,Dental Practice,"407 Howth Road, Dublin 5",Howth Road,Dublin,321333.529,238146.201,Dental
315,Dental Practice,"Whitestown Road, Rush, Co. Dublin",Whitestown Road,Dublin,325854.031,254096.703,Dental
316,Dental Practice,"13B The Square, Castlecomer, Co. Kilkenny",The Square,Kilkenny,253446.891,172954.594,Dental
317,Dental Practice,"4 Leinster Crescent, Old Dublin Road, Co. Carlow", Old Dublin Road,Carlow,272409.435,177154.153,Dental
318,Dental Practice,"Unit 1A, Barr na Sraide, Main Street, Ballincollig, Co. Cork", Main Street,Cork,159601.984,70715.086,Dental
319,Dental Practice,"Maryland, Hawkes Road, Bishopstown, Co. Cork", Hawkes Road,Cork,164011.32,69589.9,Dental
320,Dental Practice,"Shournagh Valley Med. Centre, Tower, Blarney, Co. Cork", Blarney,Cork,158187.125,74981.086,Dental
321,Dental Practice,"The Square, Blarney, Co. Cork", Blarney,Cork,160923.328,75734.422,Dental
322,Dental Practice,"Unit 2, Owenabue Mall, Carrigaline, Co. Cork", Carrigaline,Cork,173008.641,62392.953,Dental
323,Dental Practice,"Old Waterpark, Carrigaline, Co. Cork", Carrigaline,Cork,173122.64,62505.527,Dental
324,Dental Practice,"Carrigleigh, Kilmoney Road, Carrigaline, Co. Cork", Kilmoney Road,Cork,172905.262,62171.268,Dental
325,Dental Practice,"Bank Place, Castletownbere, Co. Cork",Bank Place,Cork,67652.336,45876.488,Dental
326,Dental Practice,"Harte's Courtyard, Clonakilty, Co. Cork", Clonakilty,Cork,138589.25,41351.055,Dental
327,Dental Practice,"17 Rahilly Street, Cobh, Co. Cork",Rahilly Street,Cork,179780,66486.375,Dental
328,Dental Practice,"82 Grand Parade, Cork", Grand Parade,Cork,167301.396,71822.314,Dental
329,Dental Practice,"6 Camden Place, Cork",Camden Place,Cork,167641.047,72156.672,Dental
330,Dental Practice,"Belvedere Dental Care, Belvedere Court, Douglas Road, Cork", Douglas Road,Cork,169537.785,69899.881,Dental
331,Dental Practice,"8 Kinsale Cottages, Evergreen Road, Cork", Evergreen Road,Cork,167821.906,70719.745,Dental
332,Dental Practice,"Hillview Lodge, 93 Ballyhooly Road, Cork", Ballyhooly Road,Cork,168529.311,72681.491,Dental
333,Dental Practice,"76 Saint Patrick's Hill, Cork", Saint Patrick's Hill,Cork,167402.329,71858.302,Dental
334,Dental Practice,"Aspen, Glasheen Road, Cork", Glasheen Road,Cork,165890.405,70615.221,Dental
335,Dental Practice,"12a St Patricks Place, Cork",St Patricks Place,Cork,167719.582,72270.141,Dental
336,Dental Practice,"24 Marlboro Street, Cork",Marlboro Street,Cork,167531.531,71679.094,Dental
337,Dental Practice,"Unit 4, Reeds Court, Barracks Street, Cork", Barracks Street,Cork,167184.781,71354.43,Dental
338,Dental Practice,"Sackville Street, Dunmanway, Co. Cork",Sackville Street,Cork,123475.826,52676.272,Dental
339,Dental Practice,"The Square, Millstreet, Co. Cork", Millstreet,Cork,127377.565,90293.123,Dental
340,Dental Practice,"New Street, Newmarket, Co. Cork",New Street,Cork,131614.85,107365.166,Dental
341,Dental Practice,"4 Chapel Square, Passage West, Co. Cork",Chapel Square,Cork,176893.07,68768.573,Dental
342,Dental Practice,"72 North Street, Skibbereen, Co. Cork",North Street,Cork,112340.374,33884.541,Dental
343,Dental Practice,"1 Friar Street, Youghal, Co. Cork",Friar Street,Cork,210757.333,77480.146,Dental
344,Dental Practice,"The Square, Kenmare, Co. Kerry",The Square,Kerry,90918.875,70917.789,Dental
345,Dental Practice,"Lisanearla, Abbeydorney, Co. Kerry",Lisanearla,Kerry,86652.633,119040.313,Dental
346,Dental Practice,"31 The Mall, Tralee, Co. Kerry", Tralee,Kerry,83581.506,114432.64,Dental
347,Dental Practice,"Main Street, Carrick-on-Suir, Co. Tipperary",Main Street,Tipperary,240106.135,121682.222,Dental
348,Dental Practice,"New Street, Carrick-on-Suir, Co. Tipperary",New Street,Tipperary,240250.656,121641.516,Dental
349,Dental Practice,"Main Street, Cashel, Co. Tipperary",Main Street,Tipperary,207547.298,140495.707,Dental
350,Dental Practice,"Emmet Street, Clonmel, Co. Tipperary",Emmet Street,Tipperary,220482.632,122577.155,Dental
351,Dental Practice,"The Gables, Old Waterford Road, Clonmel, Co. Tipperary", Old Waterford Road,Tipperary,220932.672,122303.423,Dental
352,Dental Practice,"Tower House, New Quay, Clonmel, Co. Tipperary",Tower House,Tipperary,220514.165,122285.271,Dental
353,Dental Practice,"Mary Street, Clonmel, Co. Tipperary",Mary Street,Tipperary,220183.862,122415.125,Dental
354,Dental Practice,"1 Wesley Place, Ashe Road, Nenagh, Co. Tipperary", Ashe Road,Tipperary,186258.672,179239.641,Dental
355,Dental Practice,"Saint Flannan Street, Nenagh, Co. Tipperary",Saint Flannan Street,Tipperary,186664.15,179567.547,Dental
356,Dental Practice,"Main Street, Roscrea, Co. Tipperary",Main Street,Tipperary,213543.915,189477.966,Dental
357,Dental Practice,"Nationwide House, Castle Street, Roscrea, Co. Tipperary", Castle Street,Tipperary,213607.92,189373.186,Dental
358,Dental Practice,"Bank Street, Templemore, Co. Tipperary",Bank Street,Tipperary,211297.359,171655.828,Dental
359,Dental Practice,"Cathedral Street, Thurles, Co. Tipperary",Cathedral Street,Tipperary,212957.749,158662.671,Dental
360,Dental Practice,"Liberty Square, Thurles, Co. Tipperary",Liberty Square,Tipperary,212847.785,158643.004,Dental
361,Dental Practice,"61 Saint Michael's Street, Tipperary Town",Saint Michael's Street,Tipperary,189210.855,135867.844,Dental
362,Dental Practice,"1 Saint James Court, James Street, Tipperary Town", James Street,Tipperary,188965.47,135813.35,Dental
363,Dental Practice,"13 Mitchell Street, Dungarvan, Co. Waterford",Mitchell Street,Waterford,225914.945,92925.925,Dental
364,Dental Practice,"Grattan Square, Dungarvan, Co. Waterford",Grattan Square,Waterford,226072.876,93129.786,Dental
365,Dental Practice,"Main Street, Lismore, Co. Waterford",Main Street,Waterford,204757.418,98377.208,Dental
366,Dental Practice,"2 Queen Street, Tramore, Co. Waterford", Queen Street,Waterford,258208.472,101446.765,Dental
367,Dental Practice,"1A Waterside, Waterford", Waterford,Waterford,260982.142,112039.852,Dental
368,Dental Practice,"29 Ballybricken, Waterford", Waterford,Waterford,260246.564,112298.509,Dental
369,Dental Practice,"14 Crescent Mall, Wexford", Wexford,Wexford,305002.237,121687.927,Dental
370,Dental Practice,"Redmond Square, Wexford", Wexford,Wexford,304613.109,122369.833,Dental
371,Dental Practice,"10 Bride Place, Wexford", Wexford,Wexford,304853.499,121402.426,Dental
372,Dental Practice,"22 O'Connell Street, Ennis, Co. Clare", O'Connell Street,Clare,133837.01,177377.546,Dental
373,Dental Practice,"Toler Street, Kilrush, Co. Clare",Toler Street,Clare,99356.889,155050.482,Dental
374,Dental Practice,"Garna House, Sixmilebridge, Co. Clare", Sixmilebridge,Clare,147808.672,165917.531,Dental
375,Dental Practice,"9 Gaelic Park Drive, Bundoran, Co. Donegal", Bundoran,Donegal,181821.656,358396.969,Dental
376,Dental Practice,"Upper Main Street, Donegal", Donegal,Donegal,193494.633,378492.705,Dental
377,Dental Practice,"New Line Road, Letterkenny, Co. Donegal",New Line Road,Donegal,216591.878,411846.82,Dental
378,Dental Practice,"Dublin Road, Castletroy, Co. Limerick",Dublin Road,Limerick,161155.676,157362.236,Dental
379,Dental Practice,"5 Whitehorns, Church Road, Raheen, Limerick",Whitehorns,Limerick,154864,153548.563,Dental
380,Dental Practice,"9 Silverbirch Grove, Dooradoyle, Limerick",Silverbirch Grove,Limerick,156260.964,154266.555,Dental
381,Dental Practice,"Unit 3 Retail Park, Kilmallock, Co. Limerick", Kilmallock,Limerick,161041.5,127674.813,Dental
382,Dental Practice,"3 Crescent Villas, Limerick",Crescent Villas,Limerick,157219.897,156442.974,Dental
383,Dental Practice,"81 O'Connell Street, Limerick",O'Connell Street,Limerick,157344.016,156674.5,Dental
384,Dental Practice,"6 The Crescent, Limerick",The Crescent,Limerick,157319.253,156548.663,Dental
385,Dental Practice,"117 O'Connell Street, Limerick", O'Connell Street,Limerick,157546.714,156991.295,Dental
386,Dental Practice,"119 O'Connell Street, Limerick", O'Connell Street,Limerick,157556.458,157003.32,Dental
387,Dental Practice,"Rosewood, Ennis Road, Limerick", Ennis Road,Limerick,155315.625,157942.156,Dental
388,Dental Practice,"4 Pery Square, Limerick",Pery Square,Limerick,157434.016,156497.369,Dental
389,Dental Practice,"An Dun, Church Road, Raheen, Co. Limerick", Church Road,Limerick,155442.203,153205.563,Dental
390,Dental Practice,"Teeling Street, Ballina, Co. Mayo",Teeling Street,Mayo,124251.828,319000.406,Dental
391,Dental Practice,"Dillon Terrace, Ballina, Co. Mayo",Dillon Terrace,Mayo,124780.85,319083.458,Dental
392,Dental Practice,"Knox Street, Ballyhaunis, Co. Mayo",Knox Street,Mayo,149588.937,279638.305,Dental
393,Dental Practice,"Market Square, Castlebar, Co. Mayo",Market Square,Mayo,114473.568,290451.859,Dental
394,Dental Practice,"1 Davitt's Terrace, Castlebar, Co. Mayo", Davitt's Terrace,Mayo,114679.405,291048.545,Dental
395,Dental Practice,"Ellison Street, Castlebar, Co. Mayo",Ellison Street,Mayo,114498.624,290297.492,Dental
396,Dental Practice,"Dalton Street, Claremorris, Co. Mayo",Dalton Street,Mayo,134164.531,275101.375,Dental
397,Dental Practice,"Elphin Street, Boyle, Co. Roscommon",Elphin Street,Roscommon,180194.763,302294.26,Dental
398,Dental Practice,"Knockroe, Castlerea, Co. Roscommon",Knockroe,Roscommon,168343.583,279281.054,Dental
399,Dental Practice,"Lanesboro Street, Roscommon",Lanesboro Street,Roscommon,187568.676,264698.433,Dental
400,Dental Practice,"1 Wine Street, Sligo",Wine Street,Sligo,168794.604,336054.277,Dental
401,Dental Practice,"3 Wine Street, Sligo",Wine Street,Sligo,168881.578,336034.094,Dental
402,Dental Practice,"3 Creagh Road, Ballinasloe, Co. Galway",Creagh Road,Galway,186442.641,231584.75,Dental
403,Dental Practice,"9 Society Street, Ballinasloe, Co. Galway",Society Street,Galway,185177.827,231151.058,Dental
404,Dental Practice,"47 Lower Newcastle, Galway City, Co. Galway", Lower Newcastle,Galway,129105.643,226077.506,Dental
405,Dental Practice,"Old Church Street, Athenry, Co. Galway",Old Church Street,Galway,150195.274,227839.858,Dental
406,Dental Practice,"Foster Court, Galway",Foster Court,Galway,130252.622,225580.129,Dental
407,Dental Practice,"Laurence House, Merchants Road, Galway", Merchants Road,Galway,129817.934,224969.656,Dental
408,Dental Practice,"6 St Francis Street, Galway",St Francis Street,Galway,129762.291,225492.107,Dental
409,Dental Practice,"Steamship House, Dock Street, Galway",Steamship House,Galway,129843.523,224851.281,Dental
410,Dental Practice,"8 Bridge Street, Galway", Bridge Street,Galway,129665.205,225093.37,Dental
411,Dental Practice,"7 St Francis Street, Galway",St Francis Street,Galway,129759.558,225501.674,Dental
412,Dental Practice,"27 Lower Abbeygate Street, Galway",Lower Abbeygate Street,Galway,129904.651,225184.423,Dental
413,Dental Practice,"35 Forster Street, Galway", Forster Street,Galway,130232.273,225471.899,Dental
414,Dental Practice,"14 Eglington Street, Galway", Eglington Street,Galway,129885.521,225380.707,Dental
415,Dental Practice,"Abbey Street, Loughrea, Co. Galway",Abbey Street,Galway,161892.574,216677.906,Dental
416,Dental Practice,"Dominic Street, Portumna, Co. Galway",Dominic Street,Galway,185469.891,204500.563,Dental
417,Dental Practice,"Main Street, Celbridge, Co. Kildare",Main Street,Kildare,297218.75,232883.874,Dental
418,Dental Practice,"Raheen, Baltinglass, Co. Wicklow",Raheen,Wicklow,286804.813,189850.547,Dental
419,Dental Practice,"1 Drogheda Mall, Main Street, Dublin 11", Main Street,Dublin,313189.559,239059,Dental
420,Dental Practice,"6 St Patricks Terrace, Douglas West, Douglas, Cork", Douglas ,Cork,169706.722,69434.033,Dental
421,Dental Practice,"Westgate 2, Clonmel, Co. Tipperary", Clonmel,Tipperary,220090.668,122299.756,Dental
422,Dental Practice,"283 Ballyfermot Road, Dublin 10", Ballyfermot Road,Dublin,309760.3682,233653.6589,Dental
424,Dental Practice,"49 Main Street, Dublin 14", Main Street,Dublin,314378.53,228970.965,Dental
425,Dental Practice,"74 Lower Churchtown Road, Dublin 14",Lower Churchtown Road,Dublin,316614.584,229204.797,Dental
426,Dental Practice,"Bellavista, 125 Upper Churchtown Road, Dublin 14", Upper Churchtown Road,Dublin,316318.421,228632.915,Dental
427,Dental Practice,"15 Ballyroan Road, Dublin 16", Ballyroan Road,Dublin,312855.477,228261.058,Dental
432,Dental Practice,"60 Newtownpark Avenue, Blackrock, Co. Dublin", Newtownpark Avenue,Dublin,321994.713,228299.567,Dental
433,Dental Practice,"11 Proby Square, Blackrock, Co. Dublin", Blackrock,Dublin,321433.308,228443.971,Dental
434,Dental Practice,"115 Rock Road, Booterstown, Blackrock, Co. Dublin", Rock Road,Dublin,320279.827,230198.262,Dental
435,Dental Practice,"The Lodge, Meadowvale, Blackrock, Co. Dublin", Meadowvale,Dublin,322893.953,225977.88,Dental
436,Dental Practice,"6 Maretimo Gardens West, Blackrock, Co. Dublin", Maretimo Gardens West,Dublin,321833.69,229301.84,Dental
437,Dental Practice,"24 Clonkeen Road, Blackrock, Co. Dublin",Clonkeen Road,Dublin,322596.835,226769.689,Dental
438,Dental Practice,"23 Castle Street, Dalkey, Co. Dublin", Castle Street,Dublin,326520.2,226878.563,Dental
439,Dental Practice,"31 Ulverton Road, Dalkey, Co. Dublin", Ulverton Road,Dublin,326286.7,227180.324,Dental
440,Dental Practice,"19 Summerhill Road, Glasthule, Dun Laoghaire, Co. Dublin", Summerhill Road,Dublin,325030.732,228032.799,Dental
441,Dental Practice,"235 Rochestown Avenue, Dun Laoghaire, Co. Dublin", Rochestown Avenue,Dublin,324373.162,225724.728,Dental
442,Dental Practice,"112 Churchview, Killiney, Co. Dublin", Killiney,Dublin,324357.923,224723.454,Dental
443,Dental Practice,"Elm Lodge, Monkstown Road, Monkstown, Co. Dublin", Monkstown Road,Dublin,323017.416,228594.056,Dental
444,Dental Practice,"Carne, 10 Pakenham Road, Monkstown, Co. Dublin",Pakenham Road,Dublin,323350.14,228434.58,Dental
447,Dental Practice,"7 Friary Court, Friary Road, Naas, Co. Kildare", Friary Road,Kildare,289528.531,219536.969,Dental
448,Dental Practice,"28 Main Street, Arklow, Co. Wicklow",Main Street,Wicklow,324597.608,173456.082,Dental
449,Dental Practice,"5 Central Park, Bishopsgate Street, Mullingar, Co. Westmeath", Bishopsgate Street,Westmeath,243685.443,253187.011,Dental
450,Dental Practice,"3 Church Street, Longford, Co. Longford",Church Street,Longford,225882.516,271968.25,Dental
451,Dental Practice,"43 Parliament Street, Kilkenny City, Co. Kilkenny", Parliament Street,Kilkenny,250510.806,156132.237,Dental
452,Dental Practice,"5 North Main Street, Bandon, Co. Cork", North Main Street,Cork,149202.286,55108.187,Dental
453,Dental Practice,"54 Pearse Street, Clonakilty, Co. Cork", Pearse Street,Cork,138475.891,41466.965,Dental
454,Dental Practice,"1 Midleton Street, Cobh, Co. Cork",Midleton Street,Cork,179715.676,66709.373,Dental
455,Dental Practice,"5 Casement Square, Cobh, Co. Cork",Casement Square,Cork,179693.688,66450.012,Dental
456,Dental Practice,"385 Blarney Street, Cork City",Blarney Street,Cork,166984.85,72284.958,Dental
457,Dental Practice,"26 Byfield Villas, Old Youghal Road, Mayfield, Cork City", Old Youghal Road,Cork,170175.924,73483.14,Dental
458,Dental Practice,"Wrightville, Douglas Road, Cork City", Douglas Road,Cork,168631.531,70662.638,Dental
459,Dental Practice,"28 Douglas West, Douglas, Co. Cork", Douglas,Cork,169752.146,69259.72,Dental
460,Dental Practice,"3 Old Court, Riverstown, Glanmire, Co. Cork",Old Court,Cork,173174.5,75153,Dental
461,Dental Practice,"12 Deal Yard Lane, Mallow, Co. Cork", Deal Yard Lane,Cork,155773.901,98508.263,Dental
462,Dental Practice,"4 Oliver Plunkett Place, Midleton, Co. Cork", Midleton,Cork,188139.356,73784.082,Dental
463,Dental Practice,"10 Broderick Street, Coolbawn, Midleton, Co. Cork",Broderick Street,Cork,188208.373,73359.57,Dental
464,Dental Practice,"Padua, Hawthorn Drive, Castleredmond, Midleton, Co. Cork", Midleton,Cork,189066.203,72751.836,Dental
465,Dental Practice,"37 The Square, Listowel, Co. Kerry", The Square,Kerry,98958.143,133655.842,Dental
466,Dental Practice,"3 Charlotte Row, Gorey, Co. Wexford", Gorey,Wexford,315146.844,159469.297,Dental
467,Dental Practice,"Unit 3 Abbey House, Shannon Town Centre, Shannon, Co. Clare",Unit 3 Abbey House,Clare,140513.078,162301.156,Dental
468,Dental Practice,"2 Church Street, Buncrana, Co. Donegal",Church Street,Donegal,234771.652,432077.863,Dental
469,Dental Practice,"20 Port Road, Letterkenny, Co. Donegal",Port Road,Donegal,217105.975,411708.906,Dental
470,Dental Practice,"3 Oak Park, Gortboy, Newastle West, Co. Limerick", Newastle West,Limerick,161156.908,127227.822,Dental
471,Dental Practice,"Unit 13, D-Mek Centre, Teeling Street, Ballina, Co. Mayo", Teeling Street,Mayo,124294.93,318924.719,Dental
472,Dental Practice,"3 Mons Terrace, Breaffy Road, Castlebar, Co. Mayo", Breaffy Road,Mayo,115346.898,289690.219,Dental
473,Dental Practice,"8 Wine Street, Sligo Town, Co. Sligo.", Wine Street,Sligo,168869.834,336052.827,Dental
474,Dental Practice,"14A  O'Neill Street, Carrickmacross, Co. Monaghan", O'Neill Street,Monaghan,284193.875,303677.375,Dental
475,Dental Practice,"58 Clontarf Road, Dublin 3",Clontarf Road,Dublin,318675.447,236171.453,Dental
476,Dental Practice,"411 Griffith Avenue, Dublin 9",Griffith Avenue,Dublin,315778.221,237823.438,Dental
477,Dental Practice,"158 Beaumont Road, Beaumont, Dublin 9", Beaumont Road,Dublin,317972.059,238726.847,Dental
